"TicketID","TicketType","TicketSubject","TicketPriority","TicketChannel","ProductPurchased","CustomerSatisfactionRating","TimetoResolution","FirstResponseTime"
735,Technical issue,Product recommendation,Critical,Chat,Bose QuietComfort,2,"01/06/23 15:00","01/06/23 21:25"
736,Cancellation request,Hardware issue,High,Chat,Google Nest,1,"01/06/23 13:07","01/06/23 21:35"
741,Technical issue,Peripheral compatibility,Critical,Email,Sony Xperia,1,"01/06/23 2:52","01/06/23 0:37"
744,Cancellation request,Refund request,Critical,Email,Google Nest,4,"01/06/23 20:40","01/06/23 16:44"
747,Technical issue,Peripheral compatibility,High,Phone,Nintendo Switch Pro Controller,3,"01/06/23 1:00","01/06/23 12:41"
749,Technical issue,Network problem,Critical,Email,Microsoft Xbox Controller,2,"01/06/23 19:22","01/06/23 1:27"
753,Cancellation request,Product compatibility,Critical,Phone,Xbox,5,"01/06/23 6:25","01/06/23 21:01"
755,Product inquiry,Payment issue,Medium,Phone,Roomba Robot Vacuum,4,"01/06/23 19:36","01/06/23 9:51"
756,Refund request,Installation support,High,Chat,Philips Hue Lights,2,"01/06/23 20:38","31/05/23 23:58"
761,Technical issue,Product setup,Critical,Social media,Samsung Soundbar,1,"01/06/23 16:39","01/06/23 20:41"
764,Product inquiry,Cancellation request,Medium,Social media,Sony PlayStation,5,"01/06/23 0:30","31/05/23 22:56"
765,Billing inquiry,Product recommendation,Medium,Email,LG Smart TV,1,"01/06/23 16:05","01/06/23 8:15"
766,Refund request,Payment issue,Critical,Chat,iPhone,5,"01/06/23 8:24","31/05/23 22:06"
770,Product inquiry,Hardware issue,High,Chat,Dell XPS,4,"01/06/23 11:36","01/06/23 1:14"
773,Cancellation request,Account access,Medium,Chat,iPhone,5,"01/06/23 6:52","01/06/23 0:19"
777,Cancellation request,Product compatibility,Critical,Chat,Canon DSLR Camera,5,"01/06/23 18:27","01/06/23 1:53"
781,Refund request,Display issue,Low,Phone,Sony PlayStation,4,"01/06/23 17:56","01/06/23 2:58"
787,Refund request,Product recommendation,Critical,Phone,Bose SoundLink Speaker,1,"01/06/23 7:32","01/06/23 7:14"
791,Product inquiry,Product recommendation,High,Phone,LG OLED,4,"01/06/23 2:18","01/06/23 11:01"
792,Cancellation request,Software bug,Critical,Email,Fitbit Versa Smartwatch,3,"01/06/23 19:18","01/06/23 6:07"
796,Refund request,Product recommendation,Critical,Chat,Roomba Robot Vacuum,1,"01/06/23 9:44","01/06/23 8:55"
799,Product inquiry,Peripheral compatibility,High,Social media,Google Pixel,3,"01/06/23 7:41","01/06/23 11:56"
807,Technical issue,Peripheral compatibility,High,Email,Sony 4K HDR TV,2,"01/06/23 21:46","01/06/23 6:14"
810,Refund request,Product setup,Medium,Social media,Nikon D,4,"01/06/23 19:47","01/06/23 6:36"
816,Product inquiry,Hardware issue,Low,Social media,Nintendo Switch Pro Controller,4,"01/06/23 21:50","01/06/23 0:42"
819,Refund request,Product recommendation,High,Phone,LG Smart TV,3,"01/06/23 19:55","01/06/23 4:01"
822,Cancellation request,Hardware issue,Critical,Social media,Lenovo ThinkPad,3,"01/06/23 16:42","01/06/23 14:57"
828,Product inquiry,Software bug,Low,Email,Garmin Forerunner,4,"01/06/23 0:05","01/06/23 17:01"
835,Refund request,Hardware issue,Critical,Chat,GoPro Hero,4,"01/06/23 11:26","01/06/23 21:06"
839,Cancellation request,Network problem,Medium,Phone,Canon DSLR Camera,3,"01/06/23 14:55","01/06/23 20:53"
841,Product inquiry,Product compatibility,Critical,Phone,Nintendo Switch Pro Controller,5,"01/06/23 13:07","01/06/23 12:16"
847,Billing inquiry,Product compatibility,High,Phone,Autodesk AutoCAD,4,"01/06/23 4:15","01/06/23 1:21"
851,Refund request,Display issue,Low,Email,Fitbit Versa Smartwatch,1,"01/06/23 16:40","01/06/23 14:08"
853,Refund request,Display issue,Medium,Email,Sony 4K HDR TV,5,"01/06/23 7:17","01/06/23 4:03"
855,Billing inquiry,Battery life,High,Social media,Nest Thermostat,3,"01/06/23 2:55","01/06/23 20:14"
856,Billing inquiry,Installation support,High,Social media,iPhone,2,"01/06/23 19:38","01/06/23 17:07"
858,Product inquiry,Payment issue,Medium,Phone,Roomba Robot Vacuum,5,"01/06/23 5:25","01/06/23 13:01"
862,Refund request,Display issue,Medium,Social media,GoPro Hero,3,"01/06/23 13:07","01/06/23 4:14"
863,Refund request,Account access,Low,Email,Nest Thermostat,2,"01/06/23 14:43","01/06/23 3:23"
864,Technical issue,Product compatibility,Medium,Chat,Canon EOS,1,"01/06/23 4:12","01/06/23 21:49"
866,Cancellation request,Refund request,High,Phone,Asus ROG,5,"01/06/23 12:14","01/06/23 0:03"
867,Refund request,Hardware issue,Critical,Chat,Canon DSLR Camera,3,"01/06/23 4:34","01/06/23 0:47"
876,Cancellation request,Product recommendation,Medium,Phone,Bose QuietComfort,3,"01/06/23 19:26","01/06/23 15:19"
877,Technical issue,Payment issue,High,Phone,Adobe Photoshop,5,"01/06/23 15:14","01/06/23 16:12"
881,Billing inquiry,Data loss,High,Chat,Apple AirPods,2,"31/05/23 23:55","01/06/23 12:05"
884,Product inquiry,Product recommendation,Critical,Email,Sony 4K HDR TV,4,"01/06/23 11:28","01/06/23 9:44"
888,Billing inquiry,Peripheral compatibility,Critical,Phone,Bose SoundLink Speaker,5,"01/06/23 11:41","01/06/23 19:04"
890,Technical issue,Product setup,Low,Social media,Sony Xperia,2,"01/06/23 2:09","01/06/23 10:48"
893,Technical issue,Software bug,Medium,Phone,LG Washing Machine,4,"01/06/23 14:49","01/06/23 0:59"
895,Refund request,Product setup,Critical,Phone,Microsoft Surface,2,"01/06/23 21:39","01/06/23 18:43"
896,Billing inquiry,Cancellation request,Low,Social media,Sony Xperia,5,"01/06/23 16:23","01/06/23 18:09"
897,Cancellation request,Data loss,High,Chat,Google Nest,5,"01/06/23 5:47","01/06/23 20:52"
898,Technical issue,Network problem,Low,Phone,Bose QuietComfort,4,"01/06/23 16:22","01/06/23 15:44"
904,Billing inquiry,Account access,Critical,Chat,Nest Thermostat,3,"01/06/23 12:25","01/06/23 10:59"
908,Cancellation request,Hardware issue,Critical,Phone,Bose SoundLink Speaker,2,"31/05/23 22:13","01/06/23 0:00"
912,Refund request,Network problem,Critical,Social media,Garmin Forerunner,2,"01/06/23 20:14","01/06/23 16:48"
914,Product inquiry,Battery life,High,Social media,Nest Thermostat,4,"01/06/23 8:38","01/06/23 11:24"
918,Cancellation request,Display issue,Medium,Chat,Garmin Forerunner,2,"01/06/23 15:49","01/06/23 6:06"
920,Technical issue,Peripheral compatibility,High,Email,Asus ROG,4,"01/06/23 4:21","31/05/23 23:42"
923,Product inquiry,Delivery problem,High,Social media,Asus ROG,3,"31/05/23 23:36","01/06/23 19:38"
927,Billing inquiry,Payment issue,High,Chat,Autodesk AutoCAD,4,"01/06/23 10:38","01/06/23 2:24"
930,Billing inquiry,Hardware issue,Critical,Phone,Samsung Galaxy,1,"01/06/23 17:15","01/06/23 21:50"
934,Technical issue,Hardware issue,Medium,Phone,LG OLED,1,"01/06/23 13:08","01/06/23 0:45"
938,Product inquiry,Product compatibility,High,Phone,Philips Hue Lights,5,"31/05/23 23:34","01/06/23 2:25"
939,Technical issue,Peripheral compatibility,Critical,Social media,Microsoft Surface,3,"01/06/23 13:59","01/06/23 5:11"
940,Cancellation request,Delivery problem,Medium,Chat,Google Nest,2,"01/06/23 0:15","01/06/23 10:45"
945,Cancellation request,Account access,Low,Email,Philips Hue Lights,5,"01/06/23 14:13","01/06/23 10:48"
950,Technical issue,Payment issue,Medium,Email,Nest Thermostat,4,"31/05/23 23:43","01/06/23 9:36"
951,Cancellation request,Network problem,Medium,Chat,Microsoft Surface,3,"01/06/23 13:05","01/06/23 5:37"
954,Product inquiry,Display issue,Medium,Phone,Adobe Photoshop,5,"01/06/23 3:46","01/06/23 12:38"
955,Cancellation request,Product recommendation,Low,Chat,LG OLED,3,"01/06/23 8:31","01/06/23 19:25"
956,Cancellation request,Hardware issue,Critical,Phone,Bose SoundLink Speaker,5,"01/06/23 14:53","01/06/23 11:45"
957,Product inquiry,Network problem,Medium,Social media,Sony Xperia,1,"01/06/23 7:52","01/06/23 0:22"
960,Product inquiry,Battery life,Medium,Email,Asus ROG,1,"01/06/23 16:11","01/06/23 17:56"
964,Cancellation request,Hardware issue,Low,Email,Asus ROG,5,"01/06/23 13:18","01/06/23 5:33"
965,Billing inquiry,Battery life,High,Chat,Bose SoundLink Speaker,5,"01/06/23 18:29","01/06/23 11:02"
974,Billing inquiry,Payment issue,Low,Social media,iPhone,3,"01/06/23 6:17","01/06/23 14:54"
981,Technical issue,Delivery problem,Medium,Email,Samsung Soundbar,3,"01/06/23 9:51","01/06/23 19:10"
987,Technical issue,Product compatibility,Critical,Social media,Microsoft Office,4,"01/06/23 5:56","31/05/23 23:16"
994,Billing inquiry,Display issue,Critical,Social media,iPhone,1,"01/06/23 3:10","01/06/23 0:53"
998,Billing inquiry,Payment issue,Medium,Phone,Apple AirPods,4,"01/06/23 8:34","01/06/23 4:09"
1000,Billing inquiry,Account access,High,Chat,GoPro Action Camera,5,"01/06/23 20:14","01/06/23 15:37"
1005,Refund request,Refund request,Medium,Chat,Bose QuietComfort,3,"01/06/23 18:36","01/06/23 21:58"
1007,Billing inquiry,Network problem,Critical,Email,Amazon Kindle,4,"01/06/23 7:26","01/06/23 2:58"
1009,Refund request,Refund request,Medium,Social media,iPhone,3,"01/06/23 8:49","01/06/23 20:41"
1010,Billing inquiry,Product compatibility,High,Social media,PlayStation,2,"01/06/23 1:32","01/06/23 7:00"
1011,Refund request,Installation support,Low,Chat,Microsoft Office,5,"01/06/23 7:30","01/06/23 12:29"
1013,Refund request,Payment issue,High,Email,Microsoft Surface,4,"01/06/23 2:17","01/06/23 3:20"
1016,Product inquiry,Account access,Critical,Phone,Samsung Galaxy,1,"01/06/23 17:59","01/06/23 2:12"
1018,Cancellation request,Refund request,Medium,Chat,Fitbit Versa Smartwatch,2,"01/06/23 1:49","01/06/23 5:40"
1020,Cancellation request,Hardware issue,Critical,Phone,Bose QuietComfort,2,"01/06/23 19:49","01/06/23 12:34"
1022,Product inquiry,Network problem,Critical,Phone,iPhone,5,"01/06/23 11:01","01/06/23 6:10"
1030,Cancellation request,Display issue,Critical,Phone,Microsoft Surface,1,"01/06/23 17:37","01/06/23 6:49"
1031,Technical issue,Payment issue,Medium,Phone,Sony Xperia,1,"01/06/23 16:06","31/05/23 22:44"
1033,Refund request,Installation support,Medium,Email,Sony PlayStation,5,"01/06/23 6:17","01/06/23 4:56"
1035,Technical issue,Software bug,Low,Phone,Bose SoundLink Speaker,4,"01/06/23 10:00","01/06/23 17:02"
1038,Technical issue,Delivery problem,Low,Chat,Nikon D,5,"01/06/23 17:04","01/06/23 2:45"
1040,Billing inquiry,Battery life,High,Chat,Bose QuietComfort,2,"01/06/23 4:50","01/06/23 2:18"
1041,Refund request,Delivery problem,Medium,Chat,GoPro Action Camera,1,"01/06/23 9:22","01/06/23 7:05"
1043,Product inquiry,Product recommendation,High,Chat,LG Smart TV,4,"01/06/23 16:44","01/06/23 19:04"
1046,Product inquiry,Delivery problem,High,Email,Nikon D,2,"01/06/23 11:51","01/06/23 18:14"
1048,Product inquiry,Product compatibility,High,Chat,Microsoft Surface,4,"01/06/23 2:50","01/06/23 0:22"
1049,Refund request,Cancellation request,Critical,Social media,MacBook Pro,2,"01/06/23 11:32","01/06/23 20:31"
1061,Product inquiry,Display issue,High,Phone,Microsoft Xbox Controller,3,"01/06/23 4:27","01/06/23 21:48"
1063,Product inquiry,Network problem,Medium,Phone,Nintendo Switch,4,"01/06/23 10:20","01/06/23 9:17"
1064,Product inquiry,Network problem,Medium,Phone,Sony PlayStation,2,"01/06/23 12:09","01/06/23 17:32"
1068,Refund request,Display issue,Low,Chat,GoPro Hero,5,"01/06/23 14:53","31/05/23 23:54"
1069,Refund request,Software bug,Low,Email,Lenovo ThinkPad,4,"01/06/23 17:41","01/06/23 3:04"
1070,Cancellation request,Cancellation request,Medium,Social media,Samsung Soundbar,4,"01/06/23 14:38","01/06/23 7:45"
1072,Cancellation request,Product recommendation,Low,Chat,Microsoft Xbox Controller,5,"01/06/23 8:15","01/06/23 5:34"
1073,Refund request,Product compatibility,Medium,Chat,Microsoft Office,1,"01/06/23 3:57","01/06/23 5:36"
1074,Cancellation request,Data loss,Medium,Chat,Amazon Kindle,2,"01/06/23 18:56","01/06/23 19:39"
1090,Billing inquiry,Display issue,Low,Social media,LG Washing Machine,3,"01/06/23 12:12","01/06/23 3:57"
1092,Billing inquiry,Cancellation request,Low,Phone,PlayStation,3,"31/05/23 22:44","01/06/23 17:30"
1095,Refund request,Peripheral compatibility,Low,Social media,LG OLED,2,"01/06/23 19:27","01/06/23 16:17"
1102,Cancellation request,Software bug,Critical,Chat,iPhone,4,"01/06/23 8:01","01/06/23 4:38"
1105,Product inquiry,Battery life,Critical,Social media,Philips Hue Lights,5,"01/06/23 7:58","01/06/23 16:35"
1110,Cancellation request,Account access,Low,Email,Nest Thermostat,1,"01/06/23 20:03","01/06/23 1:09"
1111,Product inquiry,Hardware issue,Low,Email,Google Nest,4,"01/06/23 7:17","01/06/23 17:48"
1114,Product inquiry,Payment issue,Critical,Social media,Dyson Vacuum Cleaner,4,"01/06/23 9:57","01/06/23 0:58"
1118,Technical issue,Refund request,Critical,Social media,Google Nest,5,"01/06/23 1:43","31/05/23 22:42"
1125,Refund request,Software bug,High,Social media,Canon DSLR Camera,5,"01/06/23 6:55","01/06/23 9:04"
1127,Technical issue,Product setup,High,Social media,Nintendo Switch Pro Controller,4,"01/06/23 11:16","01/06/23 19:14"
1130,Refund request,Battery life,Medium,Social media,Dell XPS,1,"01/06/23 1:58","01/06/23 4:19"
1136,Technical issue,Software bug,Medium,Social media,LG Smart TV,2,"01/06/23 3:17","01/06/23 5:57"
1143,Technical issue,Delivery problem,Critical,Phone,Xbox,2,"01/06/23 9:58","01/06/23 5:12"
1146,Product inquiry,Payment issue,High,Social media,Microsoft Office,4,"01/06/23 20:57","01/06/23 16:24"
1151,Billing inquiry,Network problem,High,Phone,Samsung Soundbar,2,"01/06/23 10:23","01/06/23 7:17"
1154,Refund request,Product setup,High,Social media,Bose SoundLink Speaker,2,"01/06/23 21:30","01/06/23 1:35"
1158,Billing inquiry,Network problem,Low,Social media,Garmin Forerunner,2,"01/06/23 15:11","01/06/23 21:16"
1165,Refund request,Hardware issue,Critical,Phone,Xbox,5,"31/05/23 23:12","01/06/23 10:33"
1166,Technical issue,Display issue,Medium,Chat,LG Washing Machine,5,"01/06/23 8:19","31/05/23 23:15"
1167,Cancellation request,Product recommendation,Medium,Phone,Sony 4K HDR TV,5,"01/06/23 2:51","01/06/23 13:23"
1169,Product inquiry,Data loss,Medium,Email,Fitbit Versa Smartwatch,4,"01/06/23 13:07","01/06/23 17:25"
1172,Technical issue,Network problem,High,Email,Amazon Echo,2,"01/06/23 18:03","01/06/23 13:55"
1175,Cancellation request,Product recommendation,High,Phone,GoPro Action Camera,1,"01/06/23 13:23","01/06/23 7:45"
1178,Cancellation request,Network problem,Low,Chat,Nintendo Switch,4,"01/06/23 20:02","01/06/23 9:51"
1183,Billing inquiry,Product setup,Medium,Chat,Sony PlayStation,2,"01/06/23 2:05","01/06/23 19:49"
1184,Technical issue,Product setup,High,Chat,Microsoft Office,5,"01/06/23 19:17","01/06/23 17:53"
1186,Billing inquiry,Display issue,High,Chat,Xbox,4,"01/06/23 17:00","01/06/23 18:04"
1188,Technical issue,Network problem,Medium,Email,Sony PlayStation,5,"01/06/23 8:09","01/06/23 9:13"
1189,Refund request,Product recommendation,Critical,Email,Canon EOS,3,"01/06/23 0:14","01/06/23 2:13"
1190,Cancellation request,Account access,Medium,Chat,Autodesk AutoCAD,5,"01/06/23 6:15","01/06/23 0:14"
1191,Technical issue,Installation support,Low,Phone,GoPro Hero,2,"01/06/23 20:12","01/06/23 10:52"
1194,Cancellation request,Payment issue,Critical,Social media,iPhone,4,"01/06/23 9:41","01/06/23 20:32"
1199,Refund request,Display issue,Low,Social media,Dyson Vacuum Cleaner,5,"01/06/23 2:44","01/06/23 21:29"
1206,Refund request,Delivery problem,Low,Phone,Fitbit Charge,5,"01/06/23 18:24","01/06/23 8:26"
1208,Billing inquiry,Installation support,Medium,Email,LG Smart TV,5,"01/06/23 16:40","01/06/23 15:07"
1209,Product inquiry,Payment issue,Medium,Phone,Amazon Kindle,3,"01/06/23 13:16","01/06/23 11:46"
1213,Billing inquiry,Installation support,High,Chat,GoPro Hero,4,"01/06/23 14:11","01/06/23 9:24"
1217,Refund request,Product compatibility,Critical,Email,LG Washing Machine,5,"01/06/23 22:07","01/06/23 2:43"
1218,Cancellation request,Payment issue,Medium,Chat,iPhone,5,"01/06/23 1:14","01/06/23 19:40"
1224,Billing inquiry,Software bug,Low,Email,Apple AirPods,5,"01/06/23 4:53","01/06/23 10:05"
1229,Cancellation request,Hardware issue,Critical,Email,Sony 4K HDR TV,4,"01/06/23 17:04","01/06/23 19:31"
1232,Cancellation request,Data loss,Critical,Social media,Adobe Photoshop,1,"01/06/23 3:16","01/06/23 12:03"
1240,Cancellation request,Network problem,Critical,Email,Bose SoundLink Speaker,1,"01/06/23 21:48","01/06/23 1:08"
1243,Billing inquiry,Battery life,Low,Phone,HP Pavilion,5,"01/06/23 5:41","01/06/23 19:36"
1248,Refund request,Data loss,High,Social media,Nintendo Switch,1,"01/06/23 0:17","01/06/23 21:10"
1250,Billing inquiry,Product recommendation,High,Phone,LG Washing Machine,3,"01/06/23 15:05","01/06/23 19:45"
1256,Technical issue,Installation support,High,Social media,GoPro Hero,2,"01/06/23 18:36","31/05/23 23:09"
1257,Refund request,Account access,Medium,Email,Google Pixel,5,"01/06/23 2:03","01/06/23 2:44"
1265,Technical issue,Installation support,Low,Email,Sony 4K HDR TV,5,"31/05/23 23:43","01/06/23 12:07"
1266,Billing inquiry,Network problem,Critical,Social media,Microsoft Surface,5,"01/06/23 20:38","01/06/23 16:26"
1267,Technical issue,Network problem,Low,Chat,Dyson Vacuum Cleaner,5,"01/06/23 16:53","01/06/23 21:22"
1270,Billing inquiry,Cancellation request,High,Phone,Canon EOS,4,"01/06/23 16:40","01/06/23 6:48"
1272,Cancellation request,Display issue,Critical,Chat,LG Washing Machine,1,"01/06/23 10:56","01/06/23 12:21"
1277,Billing inquiry,Data loss,Critical,Social media,Fitbit Versa Smartwatch,2,"01/06/23 2:01","01/06/23 4:04"
1278,Product inquiry,Delivery problem,Critical,Email,Autodesk AutoCAD,1,"01/06/23 14:58","01/06/23 10:08"
1279,Billing inquiry,Product compatibility,Medium,Email,LG OLED,4,"01/06/23 13:09","01/06/23 2:38"
1281,Refund request,Battery life,Medium,Email,Dell XPS,1,"01/06/23 14:27","01/06/23 4:51"
1283,Product inquiry,Product compatibility,Critical,Phone,Google Nest,1,"01/06/23 20:56","01/06/23 14:48"
1294,Cancellation request,Hardware issue,Critical,Chat,Dell XPS,2,"01/06/23 0:27","01/06/23 20:52"
1296,Cancellation request,Peripheral compatibility,Medium,Email,Microsoft Office,5,"01/06/23 5:41","01/06/23 3:40"
1297,Billing inquiry,Software bug,Low,Social media,Amazon Echo,2,"01/06/23 7:50","01/06/23 5:42"
1299,Billing inquiry,Network problem,High,Phone,Lenovo ThinkPad,4,"01/06/23 1:53","01/06/23 5:26"
1301,Refund request,Product setup,Low,Social media,Samsung Galaxy,2,"01/06/23 13:44","01/06/23 7:16"
1306,Cancellation request,Peripheral compatibility,High,Phone,LG OLED,4,"01/06/23 8:57","01/06/23 4:08"
1307,Refund request,Display issue,Critical,Chat,MacBook Pro,3,"01/06/23 3:26","01/06/23 9:19"
1310,Billing inquiry,Payment issue,Medium,Email,Microsoft Office,5,"01/06/23 8:12","01/06/23 16:42"
1311,Product inquiry,Product recommendation,Critical,Social media,Bose QuietComfort,4,"01/06/23 6:04","01/06/23 19:34"
1312,Refund request,Software bug,Medium,Social media,Samsung Soundbar,1,"01/06/23 5:06","01/06/23 3:05"
1314,Cancellation request,Software bug,Critical,Social media,Roomba Robot Vacuum,3,"01/06/23 2:36","01/06/23 20:25"
1316,Refund request,Network problem,High,Phone,LG Smart TV,5,"01/06/23 5:27","01/06/23 20:59"
1317,Refund request,Data loss,Medium,Chat,Canon DSLR Camera,1,"31/05/23 22:49","01/06/23 2:25"
1320,Technical issue,Network problem,Low,Chat,Nintendo Switch,1,"01/06/23 6:15","01/06/23 14:04"
1329,Technical issue,Battery life,Medium,Chat,Canon DSLR Camera,2,"01/06/23 16:58","01/06/23 18:52"
1330,Product inquiry,Battery life,Medium,Phone,Microsoft Xbox Controller,3,"01/06/23 8:23","01/06/23 9:13"
1332,Technical issue,Network problem,Low,Phone,Autodesk AutoCAD,3,"01/06/23 6:07","01/06/23 11:30"
